id,brand,conversation_id,customer_message,conversation_context,historical_response,intent,gold_escalation,gold_reason
conv_amzn_01139,AmazonHelp,conv_amzn_01139,"@AmazonHelp I was just charged $204.00 for Amazon Prime annual renewal today, but I forgot to cancel. Can I get a refund if I haven't used it?",Customer reaching out to @AmazonHelp regarding prime membership and billing.,"Yes! If you haven't used any Prime benefits since the renewal charge, you will automatically receive a full refund when you cancel at: https://amzn.to/manage-prime ^MK",prime_membership_and_billing,AUTO_HANDLE,Prorated/unused Prime auto-refund policy self-service guidance.
conv_amzn_01140,AmazonHelp,conv_amzn_01140,"@AmazonHelp Tracking says 'Departed facility' since Thursday, but there have been no new updates for 4 days. Is my order #114-7724274-8128137 lost?",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,We understand your concern regarding the lack of tracking movement. Please send us a direct message with your order number and email address so we can initiate an investigation with the carrier: https://amzn.to/dm ^JW,delivery_delay_and_tracking,ESCALATE_TO_HUMAN,Carrier stall exceeding 48h SLA; requires human carrier tracing.
conv_amzn_01141,AmazonHelp,conv_amzn_01141,"@AmazonHelp Driver marked package attempted because they couldn't access the building gate, but no one buzzed my apartment 455!",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We're sorry for the inconvenience! Drivers will automatically re-attempt delivery on the next business day. You can add permanent gate codes in Your Account > Addresses: https://amzn.to/delivery-instructions. If urgent, DM us: https://amzn.to/dm ^KL",delivery_delay_and_tracking,AUTO_HANDLE,Gate access issue; self-service delivery instruction update provided.
conv_amzn_01142,AmazonHelp,conv_amzn_01142,@AmazonHelp It has been 36 hours since my package #114-2701205-3322131 was marked delivered. I checked with neighbors and my building management. It is not here.,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"Thank you for thoroughly checking around your property. Since 36 hours have passed, please DM us your order ID so our team can file a missing package claim and issue a replacement or refund: https://amzn.to/dm ^MK",missing_or_stolen_package,ESCALATE_TO_HUMAN,Waiting window expired and parcel missing; requires human claims specialist.
conv_amzn_01143,AmazonHelp,conv_amzn_01143,@AmazonHelp I need an official tax invoice with VAT ID for my company purchase order #112-3814107-8422010.,Customer reaching out to @AmazonHelp regarding general product or policy inquiry.,You can download official tax invoices directly from Your Orders by clicking 'Invoice' on the order details page: https://amzn.to/your-orders ^TB,general_product_or_policy_inquiry,AUTO_HANDLE,Self-service business invoice download guidance.
conv_amzn_01144,AmazonHelp,conv_amzn_01144,@AmazonHelp Delivery photo shows a completely different apartment number (703) and a red doormat. I live in unit 601 and don't have a red mat!,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"We apologize for the misdelivery! Please send us a direct message with your order number so we can review the courier photo, verify your unit, and process an immediate replacement: https://amzn.to/dm ^MK",missing_or_stolen_package,ESCALATE_TO_HUMAN,Photographic proof of misdelivery to wrong unit; requires replacement authorization.
conv_amzn_01145,AmazonHelp,conv_amzn_01145,@AmazonHelp I dropped off my return of Ceramic Dinnerware Set at Whole Foods Market customer desk on Thursday. When should I expect the refund to appear on my credit card?,Customer reaching out to @AmazonHelp regarding return and refund status.,"Once the return is received, refunds typically take 3 to 5 business days to process back to your original payment method. You can track refund progress under Your Orders: https://amzn.to/refund-status ^SJ",return_and_refund_status,AUTO_HANDLE,Standard banking processing timeline explanation.
conv_amzn_01146,AmazonHelp,conv_amzn_01146,"@AmazonHelp The Amazon app sent a notification saying my Logitech Wireless Mouse was delivered to my front porch 25 minutes ago, but the porch is empty!",Customer reaching out to @AmazonHelp regarding missing or stolen package.,"Carriers sometimes scan packages just prior to walking up to the door. Please allow until the end of the day, and check with household members or side porches: https://amzn.to/find-missing. If still not found tomorrow, reach back out! ^TB",missing_or_stolen_package,AUTO_HANDLE,Scan occurred within past hour; standard buffer and safe spot search recommended.
conv_amzn_01147,AmazonHelp,conv_amzn_01147,@AmazonHelp It has been 36 hours since my package #111-2702611-7092515 was marked delivered. I checked with neighbors and my building management. It is not here.,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"Thank you for thoroughly checking around your property. Since 36 hours have passed, please DM us your order ID so our team can file a missing package claim and issue a replacement or refund: https://amzn.to/dm ^TB",missing_or_stolen_package,ESCALATE_TO_HUMAN,Waiting window expired and parcel missing; requires human claims specialist.
conv_amzn_01148,AmazonHelp,conv_amzn_01148,"@AmazonHelp My Logitech Wireless Mouse was promised for delivery by 8 PM today, but tracking shows it hasn't even left the facility. Order #113-7157547-3999282.",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We apologize for the delay! Carrier transit times can vary. You can view the most up-to-date tracking information here: https://amzn.to/track. If it doesn't arrive by tomorrow evening, please DM us with your order ID: https://amzn.to/dm ^TB",delivery_delay_and_tracking,AUTO_HANDLE,Standard transit buffer; directed customer to official live tracking.
conv_amzn_01149,AmazonHelp,conv_amzn_01149,"@AmazonHelp Driver marked package attempted because they couldn't access the building gate, but no one buzzed my apartment 828!",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We're sorry for the inconvenience! Drivers will automatically re-attempt delivery on the next business day. You can add permanent gate codes in Your Account > Addresses: https://amzn.to/delivery-instructions. If urgent, DM us: https://amzn.to/dm ^DL",delivery_delay_and_tracking,AUTO_HANDLE,Gate access issue; self-service delivery instruction update provided.
conv_amzn_01150,AmazonHelp,conv_amzn_01150,"@AmazonHelp It has been 18 days since your return center acknowledged receipt of my #114-4319090-4307027, but my refund of $72.00 is still not issued. Where is my money?",Customer reaching out to @AmazonHelp regarding return and refund status.,We apologize for the delay. Eighteen days exceeds our normal processing timeline. Please send us a DM with your order number so a billing specialist can review the return status and manually release your refund: https://amzn.to/dm ^DL,return_and_refund_status,ESCALATE_TO_HUMAN,Refund overdue beyond standard SLA (>14 days); requires manual finance clearance.
conv_amzn_01151,AmazonHelp,conv_amzn_01151,"@AmazonHelp My Dyson V8 Vacuum was promised for delivery by 9 PM today, but tracking shows it hasn't even left the facility. Order #111-7076490-6664175.",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We apologize for the delay! Carrier transit times can vary. You can view the most up-to-date tracking information here: https://amzn.to/track. If it doesn't arrive by tomorrow evening, please DM us with your order ID: https://amzn.to/dm ^KL",delivery_delay_and_tracking,AUTO_HANDLE,Standard transit buffer; directed customer to official live tracking.
conv_amzn_01152,AmazonHelp,conv_amzn_01152,"@AmazonHelp I was just charged $639.50 for Amazon Prime annual renewal today, but I forgot to cancel. Can I get a refund if I haven't used it?",Customer reaching out to @AmazonHelp regarding prime membership and billing.,"Yes! If you haven't used any Prime benefits since the renewal charge, you will automatically receive a full refund when you cancel at: https://amzn.to/manage-prime ^KL",prime_membership_and_billing,AUTO_HANDLE,Prorated/unused Prime auto-refund policy self-service guidance.
conv_amzn_01153,AmazonHelp,conv_amzn_01153,"@AmazonHelp I was just charged $259.99 for Amazon Prime annual renewal today, but I forgot to cancel. Can I get a refund if I haven't used it?",Customer reaching out to @AmazonHelp regarding prime membership and billing.,"Yes! If you haven't used any Prime benefits since the renewal charge, you will automatically receive a full refund when you cancel at: https://amzn.to/manage-prime ^KL",prime_membership_and_billing,AUTO_HANDLE,Prorated/unused Prime auto-refund policy self-service guidance.
conv_amzn_01154,AmazonHelp,conv_amzn_01154,@AmazonHelp Delivery photo shows a completely different apartment number (894) and a red doormat. I live in unit 835 and don't have a red mat!,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"We apologize for the misdelivery! Please send us a direct message with your order number so we can review the courier photo, verify your unit, and process an immediate replacement: https://amzn.to/dm ^TB",missing_or_stolen_package,ESCALATE_TO_HUMAN,Photographic proof of misdelivery to wrong unit; requires replacement authorization.
conv_amzn_01155,AmazonHelp,conv_amzn_01155,"@AmazonHelp It has been 18 days since your return center acknowledged receipt of my #112-6885405-3241991, but my refund of $452.99 is still not issued. Where is my money?",Customer reaching out to @AmazonHelp regarding return and refund status.,We apologize for the delay. Eighteen days exceeds our normal processing timeline. Please send us a DM with your order number so a billing specialist can review the return status and manually release your refund: https://amzn.to/dm ^SJ,return_and_refund_status,ESCALATE_TO_HUMAN,Refund overdue beyond standard SLA (>14 days); requires manual finance clearance.
